# Program:featureCounts v2.0.2; Command:"/mnt/md127/bio-tools/featureCounts/subread-2.0.2-source/bin/featureCounts" "-T" "32" "-p" "-g" "gene_id" "-a" "/mnt/archive/Karol_organized_2020/NGSprint/genome/hg38.refGene.gtf" "-o" "FeatureCounts_all_reads.txt" "SRR6078274.sorted.bam" "SRR6078275.subread.sorted.bam" "SRR6078276.sorted.bam" "SRR6078291.subread.sorted.bam" "SRR6078292.sorted.bam" "SRR6078293.sorted.bam" 
Geneid	SRR6078274.sorted.bam	SRR6078275.subread.sorted.bam	SRR6078276.sorted.bam	SRR6078291.subread.sorted.bam	SRR6078292.sorted.bam	SRR6078293.sorted.bam
NSMAF	4372	4301	3819	3414	3024	3697
TUSC3	4864	5396	90	3732	1604	3484
PPP5C	2344	3472	1884	1634	1602	2995
ELOA3C	0	0	0	0	0	0
ATP6V0C	494	877	488	1001	928	1221
MIR6773	0	0	0	0	0	1
MYO1H	36	53	39	28	32	20
KIAA1328	235	283	218	298	217	462
SFPQ	5251	8876	7276	7893	8017	8885
ZNF316	1097	1389	964	1627	1327	1201
KEAP1	3296	3600	3064	3631	2769	3674
ALDH1A3	4322	3515	1948	1702	2865	9067
SSB	2456	2889	2243	2168	2094	3283
MRGPRX2	0	0	0	0	0	0
NUDT18	513	602	499	768	605	697
NIP7	1070	1140	1044	1116	1063	1163
GFRA3	0	0	0	0	54	0
PFKFB1	2	2	7	4	1	4
ANKRD27	1473	2340	1401	1342	1476	1819
MIR1538	0	0	1	0	0	0
RGMB	11055	15853	7976	3087	7342	25473
TMX4	3768	4657	3712	3176	1794	6950
ZNF273	130	115	133	142	72	227
SNORD13H	3	5	0	2	2	4
NR3C2	41	43	31	285	176	62
MIR412	8	2	8	10	6	0
RBMX	4267	4485	4654	4280	3483	7305
FAS-AS1	54	39	38	58	57	107
ANKUB1	0	0	0	0	0	2
CHPT1	1552	1239	1066	1464	1038	1875
PDXDC2P-NPIPB14P	655	670	635	1357	1089	1022
LOC400541	0	0	0	0	0	2
LOC105371328	0	2	2	0	3	2
SMG1P7	161	193	187	210	350	127
ENO4	2	33	17	26	16	33
PRELP	531	523	299	1074	187	1438
LOC100506083	11	12	8	25	9	8
FOXD4L4	2	0	2	2	0	0
MIR654	27	11	17	12	9	11
MIR653	0	0	0	0	0	0
MIR652	0	0	0	0	0	0
ZNF551	393	429	309	354	307	502
PEX11A	389	394	342	271	210	196
SNORD111B	0	1	3	2	2	2
SNORD111	1	1	0	3	2	2
PLXNA3	2003	3474	2082	3566	3132	4290
C19orf73	3	7	2	8	4	9
RAD1	1830	1901	1799	2323	2237	1649
DAB1-AS1	0	0	0	1	0	0
ZBTB24	978	1293	772	934	984	1358
APOOL	335	539	321	529	614	701
SENP7	910	1327	893	1001	829	925
LINC02136	0	0	0	0	0	0
DHX35	572	682	566	558	556	469
PTRH1	6	9	0	4	1	4
ACACB	414	528	181	969	253	482
LOC105371335	0	0	0	0	0	0
TAT-AS1	3	0	0	2	2	2
ZBTB1	2901	3429	2433	3389	3307	2528
BORA	130	177	138	114	100	670
EPHB2	473	607	239	323	131	225
MAPK8IP2	20	60	52	26	19	8
SNORA70D	0	1	1	4	0	3
KIAA1958	319	494	404	311	245	359
TCEAL8	2955	3288	3198	3148	2366	2666
SNORD71	3	2	4	5	9	5
ZNF821	240	237	195	307	356	210
ANKRD62	0	0	0	0	0	0
CDKN2AIP	876	855	804	695	726	1059
KDM5B	4994	5914	4040	5449	6312	4734
COL26A1	12	4	4	47	56	0
EMID1	9	2	24	10	2	8
AGAP11	123	195	81	92	54	148
GRIN3A	31	29	34	41	38	46
ACADVL	9769	12840	8362	6714	6547	14035
HCCAT5	2	1	0	0	0	0
MUSTN1	0	6	4	2	1	5
LINC01568	0	0	0	0	0	0
LOC101928035	0	0	0	0	0	0
LOC283922	267	260	244	271	178	223
LOC105376772	1	0	0	0	0	0
C5orf52	0	0	0	0	0	0
ZNF461	205	293	216	272	255	269
THNSL2	356	98	736	659	851	91
WDR41	2385	2314	1874	3276	3667	2749
RP1L1	0	2	0	2	0	4
TAX1BP1	5846	7186	4946	6073	6023	7712
MACF1	12089	21576	14820	34373	24757	24242
CT47A10	0	0	0	0	0	0
FBLN7	582	634	725	597	505	259
GTF3C5	1691	1687	1466	1474	1324	2225
LOC100506281	30	31	27	25	31	26
RGS9BP	16	13	19	22	8	2
MKI67	838	1418	2171	135	432	10379
MX1	235	293	397	492	70	198
ARHGEF18	1843	3520	2126	2239	2143	2311
FNBP4	1745	2233	1907	2307	2434	2216
RRP8	824	926	896	1030	898	709
FEM1B	3716	5446	4138	5369	5632	4707
CRTC1	214	562	240	362	385	360
ARHGEF4	557	619	198	260	185	274
ADAMTSL2	0	2	4	28	4	5
ZBTB10	1522	1633	1395	2162	1976	1363
MYBBP1A	1794	2664	1699	2208	1765	2349
PAPSS2	4038	4400	3269	3536	1616	6857
LINC02125	0	0	0	4	0	0
MIR4719	0	0	0	0	0	0
UCN3	0	0	0	0	0	0
CLPSL2	0	0	0	0	0	0
MAK16	1310	1463	1214	1855	1504	1268
RHOXF2	0	0	0	0	0	0
MAFTRR	4	3	2	4	0	0
LINC01229	0	0	0	1	2	0
LOC102724084	7	2	0	4	6	5
MICALL2	901	1687	1234	1070	1364	1273
LINC01227	0	0	0	0	0	0
ARLNC1	6	10	6	14	8	20
ZSCAN30	578	941	603	666	571	745
SSX4	0	0	0	0	0	0
POTEM	24	51	28	26	92	44
NFKBIB	403	556	422	835	528	782
LOC101928985	0	0	0	2	0	1
MIR4720	6	17	9	5	16	2
AMER1	322	460	305	320	312	248
TEX19	2	0	2	0	0	0
FAM174B	84	31	21	80	216	125
MIR7854	0	2	0	0	0	1
MIR6504	0	1	0	3	0	0
LOC100129617	0	2	4	2	10	7
MIR320A	1	0	0	2	3	2
MIR206	0	0	0	0	0	0
MFSD3	481	437	466	707	536	295
MIR8058	0	0	2	1	6	2
LOC101928446	2	11	4	18	32	3
LOC101928417	4	6	9	7	5	5
MIR3182	0	0	0	0	0	0
LOC102724163	1	0	0	0	1	0
UNC80	0	0	0	0	0	3
HSDL1	1211	1289	1212	1562	1316	1861
NMNAT1	796	872	739	886	644	1145
HBS1L	3178	4046	2881	3392	3469	4720
OR6P1	0	0	0	0	0	0
LOC654780	0	0	0	0	0	0
PLA2G5	2	12	4	24	3	71
ATP2C2-AS1	13	41	24	10	15	39
GJA8	0	0	0	0	0	0
GJA5	6	0	2	17	22	0
EPC2	1344	1503	1155	1531	1020	1283
APLP1	145	399	142	234	71	144
TMPRSS9	31	43	28	36	74	28
LRRC34	158	171	100	129	75	220
KIAA0513	1553	2032	1266	2016	1942	2546
LINC02139	5	7	1	0	0	0
EPB41L4A-DT	0	0	0	4	2	2
MIR5093	0	0	0	0	0	0
SLC35B3	1543	1789	1567	1942	1778	1878
MIR1910	0	0	0	0	0	0
LOC101928557	3	4	0	5	13	9
PAPOLB	14	0	2	0	13	7
CACNG4	0	0	0	0	0	0
NSG1	11	11	2	14	8	31
MIR6774	0	0	0	0	0	0
LINC01082	0	0	0	0	0	0
LINC01081	0	0	0	0	0	0
LINC02135	0	0	0	0	0	0
LINC00917	0	0	0	0	0	0
MALAT1	1902	5818	2253	4183	5467	7606
TP53TG1	332	350	265	383	226	140
HULC	0	0	0	0	2	0
SOX2-OT	0	4	2	0	7	0
VSIG10L	19	46	46	39	27	21
DYNLL1	6956	5904	5969	4829	3389	5640
NUMB	1359	2153	1144	1556	1582	2908
TEX26	4	0	0	2	0	0
ZDHHC8P1	0	0	0	0	0	0
MIR4261	0	0	0	0	0	0
FLJ30679	0	6	2	2	0	2
LINC02189	0	0	0	0	0	0
LINC02188	0	0	0	0	0	0
LINC02181	0	0	2	0	0	0
LOC101928708	0	0	4	0	0	2
LOC101928682	0	0	0	2	0	0
RAB19	0	0	0	10	0	0
RELL2	96	148	109	171	103	111
LOC101928659	13	8	6	15	11	11
LOC101928737	7	3	1	1	0	2
JPH3	6	6	6	17	6	7
LOC102724467	8	5	12	7	14	6
MIR6775	2	1	0	0	2	1
FKBP5	26	65	155	183	115	135
CA5A	2	0	4	4	0	0
TCF24	2	0	2	0	0	2
WDR92	483	473	427	511	399	695
AARSD1	5	9	8	6	7	8
DNPEP	1906	2363	1911	1493	1275	2327
LOC400553	0	0	0	0	0	0
LINC02182	2	5	0	8	2	6
MIR5189	0	0	0	0	1	1
LOC100128882	15	21	31	29	37	13
ZC3H18-AS1	19	18	14	59	24	26
SNAI3-AS1	151	197	111	272	169	256
EIF4H	7305	10289	6962	7698	8290	11429
OSR1	967	1643	1309	294	379	4309
IFI27L1	271	329	221	387	353	443
FCGBP	4	11	12	10	4	6
MIR4722	1	1	1	0	2	1
LOC100289580	36	106	71	50	64	94
LOC339059	13	38	17	39	41	42
SFRP4	107	65	47	1868	1269	1929
MMP7	8	2	2	0	0	8
MMP1	5722	2578	27365	12434	5603	152234
TRAPPC2L	1377	1411	1301	1144	725	1380
S100P	1	2	0	0	0	8
CACNG2	2	2	0	0	0	0
CLDN8	0	0	0	0	0	0
ADAM22	29	23	10	101	20	95
LOC101927793	0	0	2	0	0	3
DNAJC12	14	3	1	48	14	37
LINC00304	4	4	12	8	4	9
LINC02138	0	0	2	0	0	0
CD302	29	25	27	45	32	24
MET	1965	3372	3028	2882	1355	6373
LRRC32	3792	4460	1343	6250	3980	11643
LARS1	7395	9019	7405	7365	9300	6761
LOC105371414	42	108	62	89	144	99
LOC101927817	6	16	10	2	14	9
CCDC89	91	73	79	92	42	243
RPGRIP1	11	17	16	13	15	4
DOK6	1122	306	359	1495	1400	384
LPIN3	1261	2503	1251	1823	1443	1741
SNORD68	34	48	71	42	29	55
ZNF579	270	494	316	544	397	207
RIIAD1	0	0	0	1	0	0
ASB16	22	47	21	32	24	90
SPSB4	2	0	2	0	0	0
HTR2C	0	0	0	0	0	2
TNFRSF25	95	163	142	252	30	139
B3GALT2	699	553	672	4717	4924	130
VPS9D1-AS1	41	26	41	58	26	56
ZNF276	534	665	560	494	565	521
INO80E	846	1149	858	892	711	957
NKX2-1	0	0	0	0	0	0
PPP1R14D	1	0	0	0	2	0
DNMT3L	0	0	0	0	0	0
SIRT5	420	451	422	456	359	420
ADK	1002	1423	1195	1342	944	2606
EXD1	1	5	0	0	1	2
VPS39	3213	4562	2866	3804	3565	4367
ATP1A2	17	2	10	2	29	0
CHST3	3440	3225	2082	3960	4146	4155
BCAT2	780	1023	803	603	563	848
BMP2	74	8	263	73	69	183
NKX3-2	4	4	0	17	4	0
BAGE	0	0	0	0	0	0
BACH1	5308	4556	4601	4457	5417	5880
SNORA119	10	10	6	11	4	8
SPTSSA	826	948	883	847	966	1220
AFG3L1P	389	478	347	451	459	511
SLC25A21	6	7	11	8	2	4
ASAP1-IT1	18	24	15	22	13	17
URAHP	34	40	26	33	15	44
FAM157C	0	0	0	0	0	0
KDELR2	17766	21113	15342	18142	15367	24593
PRRT2	202	544	307	129	79	267
OR2L2	0	0	0	0	0	0
SMKR1	8	26	10	4	0	20
LOC645177	0	0	0	0	0	0
LOC105369212	0	5	0	2	6	0
FANCD2	264	380	465	109	177	1776
DMRT2	0	12	7	8	4	4
PMVK	608	695	509	988	431	782
ADH1C	48	36	32	2	6	27
BRD7	1036	1314	929	1254	959	1308
EFHD2	890	1138	698	527	465	1897
ADAMTS14	1096	1434	552	642	228	1295
TBX5	345	450	592	257	167	157
GBA2	1540	1893	1445	2022	1928	1800
NDUFAF2	510	535	562	421	410	587
TRMT1	1270	1382	1331	956	846	1010
RHOC	9339	10924	9367	7812	8922	18160
LINC00595	34	31	13	20	11	93
POP1	413	799	495	598	429	1052
PACRG	6	10	17	31	9	8
SPRTN	530	638	447	772	786	852
ZNF77	119	174	131	142	150	172
NCAPD3	910	945	1002	866	815	2329
APBB3	539	612	442	705	556	441
RABEP2	853	1382	920	1109	685	1191
PTAFR	2	6	2	2	3	2
JOSD2	866	969	795	1013	808	772
FAM122A	689	881	579	1081	738	838
NLRP6	0	0	0	2	0	0
ATP8B4	849	253	105	294	54	906
GALNT13	19	0	2	14	2	2
NAT16	0	0	2	0	0	0
VWC2	0	0	0	0	0	0
GSTZ1	449	531	498	411	393	481
PCARE	0	0	0	8	0	2
C6orf163	19	16	19	24	16	39
SPIN3	739	759	577	746	615	531
C22orf42	0	0	0	0	0	0
FBXO36	219	218	153	232	282	256
TSEN15	1745	1834	2089	1448	2448	989
GANAB	18521	25705	22562	16267	11746	18767
BAHCC1	415	1187	363	771	792	764
TCTE3	42	44	28	105	97	67
LRCH2	264	269	254	418	369	484
ACOX2	719	855	631	720	383	633
CABCOCO1	49	145	62	37	27	18
MOSPD1	883	921	864	930	703	996
G3BP1	9796	12264	9704	9863	10080	16463
CLEC3A	0	0	0	0	0	0
SEM1	1340	1514	1299	1085	987	1660
CHORDC1	1078	1172	950	1006	799	1074
CDC42EP4	1262	1382	1032	1335	747	2293
CD2AP	1279	2293	1547	1767	2035	2225
ADSL	2839	2715	3089	2208	2157	2822
SDHAF1	330	361	295	405	310	363
ABHD3	168	215	148	253	182	367
LINC02091	0	0	0	0	0	0
LOC105371430	0	0	0	0	0	0
DBIL5P	20	37	21	23	10	35
LOC101927727	22	74	63	22	56	79
ZNF860	15	9	3	81	15	8
SCOC	2580	2584	2132	3066	2419	3657
MIR3183	2	0	0	0	0	0
LRFN2	0	0	0	0	0	0
ABHD14B	1803	2228	1633	1538	1743	1251
CLEC2A	287	2	4	778	373	828
CHSY1	2600	3507	2178	2530	3324	4370
PITPNA-AS1	75	55	58	85	70	72
CLDN14	0	0	2	5	16	1
MANSC1	168	224	95	128	70	129
PGC	0	1	0	0	0	2
DNAH8	0	0	2	4	4	0
LOC105371485	0	5	0	0	0	0
LAMB4	2	2	5	2	2	8
DPH1	1250	1607	1047	1171	1122	1063
SLC25A28	679	720	555	922	923	1072
QTRT1	980	1179	1033	980	624	842
ARHGAP15	0	0	0	0	9	0
CAND1	8669	10991	8430	10014	9235	9580
LOC101927839	5	7	5	15	13	10
RALGAPA2	322	602	341	476	529	443
SNORD91B	6	4	2	7	3	5
SNORD91A	2	0	1	3	2	3
RPL12	7153	5186	9164	5141	4553	3943
RPL11	26179	25915	29251	18807	16190	22310
UGT2B11	0	0	0	0	0	0
RPL7	4052	2932	3507	3047	2091	2827
ZNF319	412	503	377	463	485	435
LOC284009	7	1	3	2	8	4
MIR6776	0	0	1	0	0	0
LOC105371592	15	5	14	15	22	21
LOC101927911	0	0	0	0	0	0
LOC100288728	0	0	0	0	0	0
OR1D4	0	0	0	0	0	0
OR3A4P	0	0	0	0	0	0
TMEM14C	4144	4209	4437	4288	3501	3806
HGH1	583	710	569	550	442	877
POLR3G	100	160	101	88	162	222
CBX1	2471	2712	2265	2828	2842	4723
AFG3L2	1701	2084	1668	1687	1586	2005
DRICH1	20	21	15	18	3	13
P2RX5-TAX1BP3	20	31	5	11	40	10
SMPDL3A	1219	961	804	777	599	621
PPP1R3F	248	218	217	631	425	138
SPICE1	682	838	635	815	675	846
LRRC8D	714	977	884	787	700	1032
ICAM5	10	38	37	61	188	2
H2AC6	3689	3121	4949	2159	1555	2925
LY6G5C	23	8	13	17	2	20
TAS1R1	10	16	6	39	5	37
RDH11	2831	2607	2739	4474	3121	3376
DRD5	0	0	0	0	0	0
RASD1	84	45	39	133	39	170
UBE2D4	374	461	403	575	398	355
LINC01975	0	0	0	0	0	0
GALNT2	6793	10449	5352	5326	5978	9720
TAFA2	110	8	43	345	123	288
TBCC	1248	1124	928	1096	952	1105
PARVG	2	2	0	0	0	1
LINC01996	0	0	0	0	0	0
LOC101559451	33	17	24	5	9	18
RASL11B	45	71	12	48	208	34
ELOVL5	3590	5042	5107	5001	3380	4674
FRG1	426	444	381	332	364	608
ZMYND15	9	19	2	8	0	2
MBP	913	1143	950	2480	1564	1110
HGC6.3	0	0	0	0	0	0
ASB15-AS1	0	0	0	0	0	0
GNAS-AS1	28	46	12	28	22	18
GET1-SH3BGR	0	0	0	0	0	0
TSC22D2	2022	2774	1873	3243	2898	2824
HS3ST3B1	2006	2135	1897	1853	1725	1533
AGRN	3833	7210	6166	3288	3677	1480
CALM2	23833	26697	22825	19796	27297	32051
PROK2	0	0	0	0	0	0
PCCB	1300	1691	1218	1022	723	1579
RAB6C	36	49	25	18	50	45
CEP192	2154	2902	2248	1819	1681	3228
MAGEC1	0	4	0	0	0	0
FOLR1	8	11	36	16	0	13
MIR6864	3	2	2	1	2	0
MIR6865	0	2	2	0	0	0
INCA1	101	108	65	94	74	123
RRS1	238	505	452	430	326	388
WNT16	363	360	127	16	175	2204
NUDT10	2	10	14	5	2	28
LOC101928000	56	63	80	89	64	43
AMPD1	0	0	0	0	0	0
TMEM177	150	252	196	187	177	239
LOC100130950	38	44	20	65	38	33
SCIMP	0	26	6	12	40	23
CDRT1	26	19	23	63	18	19
VTCN1	0	0	0	1	0	0
SMIM11B	0	0	0	0	0	0
KLRC1	0	0	0	0	12	0
PCCA-DT	67	67	77	104	51	189
LINC01483	3	7	2	1	0	2
SPTY2D1OS	14	15	11	28	18	19
TEX13D	4	3	0	4	4	0
ETDA	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0
SNU13	2947	3297	2675	2497	2436	3375
MAT1A	0	0	0	0	0	0
LTBP2	41845	60535	36729	74338	91861	62334
LOC339166	0	0	0	0	0	0
SLC22A31	0	3	0	0	0	0
MIR4520-1	0	0	0	0	0	0
MIR4520-2	0	0	0	0	0	0
ALOX15P1	0	2	5	0	2	0
STMN2	3180	17	1458	17138	8380	2673
PRB2	0	0	0	0	0	0
EIF2S2	4083	3919	3477	3403	4936	3515
CLUAP1	1544	1272	1191	1146	922	1498
ALOX12P2	4	10	0	5	14	3
ALOX12-AS1	48	38	47	45	42	29
RNASEK	44	46	38	38	34	56
RNASEK-C17orf49	7	7	5	14	2	5
KCNG4	0	0	0	0	0	0
MIR497HG	59	49	31	78	47	46
FIZ1	138	192	160	246	186	159
WNT10A	0	0	0	0	0	0
MIEN1	900	984	754	930	777	946
LLPH	1302	1379	1029	1211	1025	1384
LSM4	1615	1810	1877	1722	1370	2626
UTP23	1222	1057	981	1137	789	1161
CDC45	138	94	257	21	49	612
MAGEB4	0	0	0	0	0	0
TRIM44	2712	4771	2578	3664	3982	3221
MYH14	2	2	1	0	32	3
RPL26	14354	10594	16622	9773	8702	7090
ATP12A	0	0	0	0	0	0
COL1A2	957249	1356030	1096931	740050	1543685	735734
ALDH1B1	1697	6932	1774	12551	16231	1952
RAB28	833	863	623	880	621	805
TMEM256-PLSCR3	0	2	4	7	6	2
FLII	9673	13678	9988	9950	7340	14648
BCAS4	197	440	319	216	180	376
SPEM3	0	0	0	0	0	0
BEX3	3591	5150	3798	4794	3649	5613
C2orf76	205	236	276	228	149	219
SENP3-EIF4A1	3	18	15	22	16	12
SNORA48	949	562	892	2331	2376	977
SNORD10	1620	808	1427	2043	1913	1409
SNORA67	119	106	232	135	126	162
ATG9B	1	1	0	6	2	4
MPDU1	1023	1292	1218	1503	1067	2422
LOC110384692	0	0	0	0	0	0
LTBR	5531	5694	4301	6503	4827	7134
TIMM17A	1831	2512	1648	2856	2446	3080
TIMM23	1295	1342	1171	1516	1293	1934
RAN	7748	8332	8804	6436	7500	13445
MRPL58	506	588	630	420	486	564
ULK4	234	334	343	260	405	336
RPL29P2	1	1	2	1	2	0
GAD2	0	0	0	0	0	0
NAA38	1184	1190	1019	1306	1061	1204
GLO1	3474	4468	3956	4329	3813	7983
KRT33B	4	1	3	10	12	12
ZNF706	778	583	661	784	630	581
SCARNA21	2451	1616	2275	1646	1750	1779
RNF227	121	123	109	324	200	88
PABPC1L	271	389	308	428	376	426
PRR22	29	28	37	28	25	26
PSMB8	1469	2129	1604	934	735	915
MAN1C1	2467	1894	1011	3839	1075	1140
VHL	2205	2343	1891	2383	2987	2286
GSTA4	773	861	764	901	1129	708
CXCL1	436	246	79	49	240	2579
MIR4314	0	0	0	0	0	0
PPIC	2589	3977	3352	4195	3288	3011
PPIB	8182	12434	11662	8036	5053	11167
GID8	2446	2661	2466	2757	2768	2767
MIR6883	0	1	0	1	1	0
MIR4521	17	1	13	37	57	20
TICAM1	193	325	136	293	286	400
SIAH3	0	0	38	0	0	0
PHLDB3	368	600	304	405	277	358
ALDH3A1	119	21	39	95	6	154
OR4Q3	0	0	0	0	0	0
SLC25A35	39	56	33	70	43	84
KDM1A	3341	4333	3695	3600	3350	4522
LOC100128288	46	30	48	115	59	99
HOXA6	49	9	38	6	5	7
IFNA1	5	4	6	3	3	6
CDK11A	250	567	386	457	483	539
GKN2	0	2	2	0	2	0
CCKAR	1	2	0	49	4	2
CALCB	0	0	0	0	0	0
FAM205A	11	26	17	4	4	8
LOC101928266	18	4	0	2	14	30
ZNF701	325	380	307	286	221	512
MRPS21	2166	2137	2038	2120	1701	2163
ACMSD	2	1	2	1	1	3
SLC22A14	2	2	3	6	5	9
FAM160A2	601	988	650	705	689	872
PIP5K1C	1112	2421	1232	2561	2162	3253
MFSD14A	3574	3011	2475	9625	7333	2867
MYHAS	34	33	91	100	514	10
DNHD1	360	632	343	570	513	550
NIBAN3	18	21	24	35	41	8
RAB36	133	193	114	175	80	245
CPA1	2	0	2	2	2	0
XXYLT1	1314	1296	1179	1957	1734	1107
CCNB1	873	1034	1901	272	468	9838
KRTAP17-1	0	0	0	0	0	2
TMEM220	288	288	451	439	256	140
SAMD5	27	4	12	190	155	56
MAGOH2P	46	51	39	49	61	36
TMEM220-AS1	48	40	32	63	66	15
MIR1275	0	0	0	0	0	0
SPACA5	0	0	0	0	0	0
FAM180A	2196	2758	2273	5274	1454	8580
ATP6V1C2	20	35	36	28	16	46
ZFP41	310	512	269	625	609	479
TMEM125	0	0	0	14	0	1
TBC1D20	3096	3436	2573	4135	3717	3509
ZNF513	684	661	539	998	634	580
RFTN2	531	435	523	1056	647	884
DOHH	303	353	319	483	418	362
LINC00670	0	0	0	0	20	0
ACSBG1	6	5	6	8	48	4
AS3MT	10	22	9	7	6	3
LOC100128006	1	0	0	0	0	1
MYPOP	65	125	56	173	192	123
OR8K3	0	0	0	0	0	0
MIR1269B	0	0	0	0	0	0
LINC02093	0	0	1	0	0	0
MIR548H3	0	1	2	2	4	1
CDRT15P1	6	15	5	6	25	9
COX10-AS1	122	203	158	228	244	177
WASHC4	6578	7957	6810	7717	7536	8796
MGC12916	93	147	105	106	76	237
LOC101928475	0	0	0	0	0	0
CDRT7	0	0	0	0	0	0
CDRT8	0	0	0	0	0	0
RAP2B	2308	3237	2443	2276	1272	2842
RABIF	445	573	406	609	373	654
MIR4731	0	6	0	5	7	5
CARNMT1	1140	1635	1148	909	988	2007
CDRT3	0	3	7	4	4	0
TVP23C	389	286	251	402	481	367
NPIPA8	24	4	31	45	52	80
LEPROT	7393	5349	5134	8841	6832	7550
CDRT15P2	0	0	0	0	0	0
MEIS3P1	1483	1251	1014	1487	1211	1512
LINC02087	0	0	0	0	0	0
TIMP1	32028	28002	20802	28398	17977	50859
FBXO17	770	1471	773	1381	870	1007
ADAMTS20	0	0	0	0	0	0
SNORD163	2	0	0	0	1	0
CPM	361	197	464	354	456	961
SNHG29	14821	9758	14649	11698	9000	7655
SNORD49B	2	3	3	3	3	6
SNORD49A	71	93	117	44	60	52
SNORD65	21	22	20	16	9	14
SPRR1B	0	0	0	0	0	0
CSNKA2IP	0	0	0	0	0	0
SPIB	0	0	0	0	0	0
USP32P1	398	781	106	1016	570	54
KRT16P2	0	0	0	0	0	0
KRT17P1	1	0	0	0	4	0
TBC1D27P	3	0	0	6	1	1
LOC284191	0	0	0	0	0	0
LINC02090	0	0	0	0	0	0
PAFAH1B2	6561	6960	5274	7459	7978	11227
ZNF177	0	0	0	1	1	0
SERPINB12	0	1	0	4	0	11
CHST9	0	0	0	0	6	0
PDP2	378	487	476	816	433	438
PPM1L	46	32	79	154	48	206
SMCR2	8	0	0	0	2	0
RAI1-AS1	1	10	0	2	6	10
SMCR5	10	10	2	8	10	13
MIR6777	0	0	1	0	0	0
HSF4	229	145	139	212	95	109
ANKRD20A1	0	0	0	0	0	0
NOL3	358	380	333	534	370	246
YIF1B	1743	2207	1526	2347	1378	2193
SEL1L3	1347	534	619	3036	1506	159
APOA2	0	0	0	0	0	0
QPCTL	386	378	369	522	353	613
MELK	476	709	798	358	338	3340
SPINK1	0	0	0	0	4	0
SPI1	0	0	0	0	0	0
SLC39A6	6674	7564	5663	6320	4587	10412
PLA2G15	1565	1607	1009	2182	753	2356
LETM1	2301	3268	2274	2863	2598	3370
MIR6778	1	0	1	0	0	1
LINC02076	0	0	4	4	3	0
KRT17P5	0	0	0	0	0	0
KRT17P2	0	0	0	0	0	0
KRT16P1	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0
USP32P2	27	21	5	427	114	266
CCDC144B	437	697	130	1380	534	487
RNASE12	0	0	0	0	0	0
FAM166B	9	9	7	8	16	11
KPNA7	0	0	0	0	0	0
SORT1	1768	2268	942	6590	4890	1934
PCDH19	0	3	6	59	30	14
CYB5B	2592	3105	2487	3299	2184	3782
AURKA	475	580	1004	224	216	5824
CACNA1B	0	3	0	4	4	1
SMCO1	0	0	2	0	0	5
WDR53	265	335	251	304	267	341
FAM83F	0	0	0	1	1	0
RCAN2	4881	6480	3122	3457	1161	2322
SNX11	651	655	507	1050	894	840
C1orf94	0	0	0	0	6	7
CRK	5768	6832	4521	6068	5268	7162
SNORD3B-1	0	0	0	0	0	0
SNORD3B-2	0	0	0	0	0	0
LOC79999	0	0	0	0	0	0
LOC388436	0	0	0	0	0	0
SNORD3D	911	414	965	996	737	711
SNORD3A	125164	105225	176296	103732	73697	141423
SNORD3C	2470	1230	4305	4527	4701	1696
KRTAP20-4	0	0	0	0	0	0
SLC10A1	18	26	20	24	13	71
EPN2-IT1	0	7	2	10	4	10
EPN2-AS1	0	7	8	12	4	23
LRPAP1	5152	7227	4968	5784	3215	5869
PHYHIP	27	21	7	8	13	30
VPS26A	1759	2113	1838	1650	1342	3124
PRICKLE4	81	105	52	89	45	161
NDUFAB1	1132	739	1012	1416	1199	1297
RHOU	130	711	494	317	250	430
M6PR	2251	2543	2133	2736	2299	2836
PAIP2	1568	1485	1116	1688	1942	2171
MRPS30	734	886	781	982	791	764
TNFRSF12A	5031	4909	4903	6513	6898	5195
KRBA1	550	985	481	716	640	781
DEFA1	0	0	0	0	0	0
CCDC144CP	15	29	15	63	60	6
USP32P3	21	43	28	148	96	38
NOS2P3	0	0	0	0	0	2
CXorf49B	0	0	0	0	0	0
KRT16P3	0	0	0	0	0	2
LINC02088	14	16	7	5	13	4
LOC100287072	3	2	6	5	16	5
LINC01563	8	0	6	28	14	4
LRP2	0	2	0	0	0	0
UBBP4	67	67	85	44	72	69
FAM27E5	0	0	0	0	0	0
FLJ36000	2	0	0	0	0	0
LOC105371703	0	0	0	0	0	0
MIR4522	1	0	0	0	1	0
HSPA1A	1608	2145	1282	1771	1010	2492
TBC1D3P5	0	0	0	0	0	0
TMEM192	849	1124	935	1941	1119	1077
LINC01992	0	0	0	0	0	0
PYY2	0	0	2	2	2	8
PPY2P	0	0	0	0	0	0
KRT18P55	0	0	0	2	2	0
MIR4723	0	5	1	1	1	3
LOC102723655	0	0	0	0	0	0
ADSS2	1751	2244	2157	1993	2151	3222
SPAG5-AS1	6	15	6	16	12	21
TNPO2	4054	4519	3433	5107	4614	5778
ASB6	856	1290	760	1124	1051	1150
ASB8	1009	1048	780	1179	974	1256
MAGEA10	0	0	0	0	0	0
SDF2	1592	1501	1244	1946	1477	2052
CTNNA3	0	0	0	2	0	0
PIK3C3	2072	2379	1805	1909	1788	2397
ALDH16A1	1263	1107	1202	1341	899	1418
CTAGE9	6	4	4	6	6	14
